id_pesquisa,id_cliente,data_resposta,trimestre_ref,segmento_declarado,produto,canal,tempo_relacionamento,nota_satisfacao,comentario,trimestre,nota_media_atendimento,qtd_atendimentos,reclamacoes_90d,tempo_medio_resolucao,acessos_app_30d,suitability_pendente
FD00323,313,2025-12-20,2025T4,Private,Tesouro Direto,Assessoria,2-5 anos,9,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,20.25,12.0,1.0
FD00324,56,2025-03-11,2025T4,Novo Investidor,CDB,App,6-24 meses,8,"Experiencia ok, mas poderia ser mais simples",2025Q4,7.0,1.0,0.0,,0.0,0.0
FD00325,25,2025-11-26,2025T4,Alta Renda,Tesouro Direto,App,6-24 meses,9,Boa experiencia no aplicativo,2025Q4,10.0,1.0,0.0,,0.0,0.0
FD00326,168,2025-12-12,2025T4,Private,Tesouro Direto,Internet Banking,2-5 anos,6,Nao entendi a cobranca,2025Q4,,0.0,0.0,,0.0,0.0
FD00327,511,2025-06-12,2025T4,Varejo,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,12.8,7.0,0.0
FD00328,242,2025-04-10,2025T4,Novo Investidor,Fundos,App,5+ anos,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,35.5,4.0,0.0
FD00329,472,2025-10-28,2025T4,Novo Investidor,Carteira Administrada,Central de Atendimento,2-5 anos,10,Atendimento claro e rapido,2025Q4,10.0,1.0,0.0,39.1,3.0,0.0
FD00330,528,2025-11-14,2025T4,Private,Fundos,Internet Banking,6-24 meses,8,Tive duvida sobre rentabilidade,2025Q4,,0.0,0.0,,0.0,0.0
FD00331,470,2025-04-12,2025T4,Novo Investidor,Tesouro Direto,Central de Atendimento,6-24 meses,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,20.8,4.0,0.0
FD00332,396,2025-10-26,2025T4,Novo Investidor,Tesouro Direto,App,0-6 meses,6,Demora para resolver meu problema,2025Q4,,0.0,0.0,20.7,5.0,0.0
FD00333,99,2025-10-27,2025T4,Private,Fundos,App,2-5 anos,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,,0.0,0.0
FD00334,294,2025-01-12,2025T4,Alta Renda,COE,Central de Atendimento,2-5 anos,10,Atendimento claro e rapido,2025Q4,,0.0,0.0,6.2,10.0,0.0
FD00335,24,2025-11-13,2025T4,Alta Renda,Tesouro Direto,App,5+ anos,9,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,28.1,7.0,0.0
FD00336,468,2025-09-12,2025T4,Varejo,CDB,Central de Atendimento,0-6 meses,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,29.7,10.0,0.0
FD00337,326,2025-12-15,2025T4,Varejo,Tesouro Direto,App,6-24 meses,5,Nao ficou claro o risco do produto,2025Q4,,0.0,0.0,39.7,8.0,0.0
FD00338,178,2025-04-10,2025T4,Alta Renda,Fundos,App,5+ anos,10,Atendimento claro e rapido,2025Q4,,0.0,0.0,,0.0,0.0
FD00339,485,2025-03-11,2025T4,Varejo,Tesouro Direto,Internet Banking,2-5 anos,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,,0.0,0.0
FD00340,80,2025-08-11,2025T4,Private,Tesouro Direto,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,,0.0,0.0
FD00341,536,2025-05-11,2025T4,Novo Investidor,Fundos,Assessoria,6-24 meses,10,Atendimento claro e rapido,2025Q4,10.0,1.0,0.0,14.4,5.0,0.0
FD00342,519,2025-05-12,2025T4,Novo Investidor,CDB,Internet Banking,2-5 anos,9,Atendimento claro e rapido,2025Q4,,0.0,0.0,27.8,10.0,0.0
FD00343,280,2025-11-14,2025T4,Varejo,CDB,App,0-6 meses,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,1.0,12.8,8.0,0.0
FD00344,373,2025-10-12,2025T4,Private,Tesouro Direto,Central de Atendimento,6-24 meses,1,Nao ficou claro o risco do produto,2025Q4,,0.0,0.0,21.150000000000002,12.0,1.0
FD00345,344,2025-12-17,2025T4,Alta Renda,Fundos,Central de Atendimento,2-5 anos,5,Nao entendi a cobranca,2025Q4,,0.0,0.0,15.2,4.0,1.0
FD00346,486,2025-01-10,2025T4,Novo Investidor,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,,0.0,0.0
FD00347,12,2025-04-12,2025T4,Novo Investidor,CDB,App,0-6 meses,9,Assessoria ajudou na decisao,2025Q4,10.0,1.0,0.0,17.5,10.0,0.0
FD00348,394,2025-11-20,2025T4,Varejo,CDB,Central de Atendimento,6-24 meses,9,Atendimento claro e rapido,2025Q4,10.0,1.0,0.0,27.049999999999997,15.0,1.0
FD00349,405,2025-10-26,2025T4,Alta Renda,Carteira Administrada,,5+ anos,10,Consegui acompanhar minha carteira,2025Q4,,0.0,1.0,54.2,4.0,0.0
FD00350,426,2025-08-10,2025T4,Alta Renda,Carteira Administrada,App,6-24 meses,9,Boa experiencia no aplicativo,2025Q4,10.0,1.0,0.0,21.1,12.0,0.0
FD00351,407,2025-10-15,2025T4,Alta Renda,Carteira Administrada,App,5+ anos,9,Boa experiencia no aplicativo,2025Q4,,0.0,1.0,46.8,10.0,0.0
FD00352,488,2025-10-24,2025T4,Alta Renda,CDB,Assessoria,6-24 meses,10,Consegui acompanhar minha carteira,2025Q4,10.0,1.0,0.0,31.6,5.0,1.0
FD00353,508,2025-08-12,2025T4,Varejo,Tesouro Direto,App,6-24 meses,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,,0.0,0.0
FD00354,452,2025-11-26,2025T4,Alta Renda,Fundos,Internet Banking,5+ anos,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,2.0,1.0,0.0
FD00355,378,2025-11-16,2025T4,Private,Tesouro Direto,App,6-24 meses,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,15.9,11.0,1.0
FD00356,256,2025-11-27,2025T4,Alta Renda,Fundos,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,,0.0,0.0
FD00357,237,2025-11-16,2025T4,Alta Renda,Fundos,Assessoria,5+ anos,9,Atendimento claro e rapido,2025Q4,,0.0,1.0,33.5,6.0,0.0
FD00358,257,2025-11-28,2025T4,Novo Investidor,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao,2025Q4,10.0,1.0,0.0,35.65,20.0,0.0
FD00359,215,2025-10-10,2025T4,Varejo,CDB,App,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,,0.0,0.0
FD00360,539,2025-04-12,2025T4,Alta Renda,COE,Internet Banking,2-5 anos,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,,0.0,0.0
FD00361,335,2025-08-11,2025T4,Private,COE,App,2-5 anos,9,Consegui acompanhar minha carteira,2025Q4,10.0,2.0,0.0,,0.0,0.0
FD00362,35,2025-10-11,2025T4,Novo Investidor,Fundos,Internet Banking,6-24 meses,3,Nao consegui falar com assessor,2025Q4,,0.0,0.0,26.8,8.0,0.0
FD00363,307,2025-12-15,2025T4,Alta Renda,Tesouro Direto,Central de Atendimento,2-5 anos,8,,2025Q4,8.0,1.0,0.0,15.4,5.0,0.0
FD00364,453,2025-07-12,2025T4,Alta Renda,Fundos,App,6-24 meses,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,,0.0,0.0
FD00365,318,2025-11-30,2025T4,Private,Carteira Administrada,App,0-6 meses,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,,0.0,0.0
FD00366,321,2025-04-12,2025T4,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,7.2,5.0,0.0
FD00367,269,2025-12-19,2025T4,Alta Renda,CDB,Central de Atendimento,0-6 meses,10,,2025Q4,10.0,1.0,0.0,18.25,9.0,0.0
FD00368,8,2025-11-26,2025T4,Varejo,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,1.0,52.2,10.0,1.0
FD00369,156,2025-12-21,2025T4,Private,Fundos,Internet Banking,6-24 meses,10,Atendimento claro e rapido,2025Q4,,0.0,1.0,43.3,3.0,1.0
FD00370,202,2025-12-10,2025T4,Private,CDB,App,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,,0.0,0.0
FD00371,456,2025-01-12,2025T4,Alta Renda,Fundos,App,0-6 meses,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,1.0,5.0,0.0
FD00372,234,2025-02-11,2025T4,Alta Renda,Fundos,App,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,6.6,6.0,0.0
FD00373,530,2025-10-20,2025T4,Varejo,Fundos,App,6-24 meses,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,18.2,4.0,0.0
FD00374,401,2025-10-17,2025T4,Private,Tesouro Direto,Central de Atendimento,0-6 meses,10,Atendimento claro e rapido,2025Q4,,0.0,0.0,10.2,11.0,0.0
FD00375,86,2025-11-18,2025T4,Alta Renda,COE,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,24.7,5.0,0.0
FD00376,211,2025-10-24,2025T4,Alta Renda,CDB,App,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,9.0,1.0,0.0,1.0,12.0,0.0
FD00377,243,2025-12-30,2025T4,Novo Investidor,Fundos,App,6-24 meses,10,Consegui acompanhar minha carteira,2025Q4,10.0,1.0,0.0,,0.0,0.0
FD00378,542,2025-10-22,2025T4,Varejo,Tesouro Direto,App,5+ anos,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,5.9,18.0,0.0
FD00379,330,2025-11-28,2025T4,Private,Fundos,Internet Banking,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,21.1,9.0,0.0
FD00380,445,2025-10-22,2025T4,Varejo,COE,App,5+ anos,10,Informacoes estavam faceis de encontrar,2025Q4,10.0,1.0,1.0,22.6,6.0,0.0
FD00381,312,2025-04-12,2025T4,Private,Fundos,Internet Banking,0-6 meses,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,,0.0,0.0
FD00382,517,2025-11-15,2025T4,Alta Renda,CDB,App,6-24 meses,4,Informacoes divergentes sobre o produto,2025Q4,,0.0,0.0,14.2,8.0,1.0
FD00383,290,2025-04-11,2025T4,Varejo,COE,App,5+ anos,9,Assessoria ajudou na decisao,2025Q4,9.0,1.0,0.0,34.4,8.0,0.0
FD00384,223,2025-10-27,2025T4,Private,Carteira Administrada,Assessoria,0-6 meses,10,Consegui acompanhar minha carteira,2025Q4,10.0,2.0,0.0,34.25,7.0,0.0
FD00385,247,2025-09-11,2025T4,Alta Renda,Fundos,Internet Banking,2-5 anos,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,6.7,5.0,0.0
FD00386,102,2025-08-12,2025T4,Varejo,CDB,Central de Atendimento,0-6 meses,9,Boa experiencia no aplicativo,2025Q4,9.0,1.0,0.0,,0.0,0.0
FD00387,314,2025-10-16,2025T4,Novo Investidor,Tesouro Direto,App,0-6 meses,10,Atendimento claro e rapido,2025Q4,10.0,1.0,0.0,31.9,11.0,0.0
FD00388,500,2025-12-16,2025T4,Novo Investidor,Carteira Administrada,Assessoria,2-5 anos,8,Tive duvida sobre rentabilidade,2025Q4,,0.0,0.0,,0.0,0.0
FD00389,173,2025-12-20,2025T4,Alta Renda,Tesouro Direto,App,5+ anos,3,Demora para resolver meu problema,2025Q4,,0.0,0.0,20.6,4.0,0.0
FD00390,452,2025-09-10,2025T4,Alta Renda,Fundos,App,0-6 meses,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,2.0,1.0,0.0
FD00391,484,2025-09-11,2025T4,Varejo,Tesouro Direto,Assessoria,6-24 meses,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,1.0,28.5,6.0,0.0
FD00392,492,2025-11-10,2025T4,Varejo,COE,App,2-5 anos,7,Demorou um pouco para encontrar informacoes,2025Q4,,0.0,2.0,42.95,11.0,0.0
FD00393,78,2025-12-31,2025T4,Private,Fundos,App,0-6 meses,9,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,27.0,14.0,0.0
FD00394,258,2025-10-29,2025T4,Varejo,Tesouro Direto,Internet Banking,0-6 meses,9,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,6.8,8.0,0.0
FD00395,320,2025-04-11,2025T4,Private,Fundos,Assessoria,5+ anos,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,14.5,6.0,0.0
FD00396,260,2025-11-30,2025T4,Private,COE,App,6-24 meses,9,Atendimento claro e rapido,2025Q4,,0.0,0.0,28.9,11.0,0.0
FD00397,432,2025-05-11,2025T4,Varejo,Carteira Administrada,App,2-5 anos,6,Demora para resolver meu problema,2025Q4,6.0,1.0,0.0,54.8,8.0,0.0
FD00398,269,2025-06-10,2025T4,Alta Renda,CDB,App,2-5 anos,10,Atendimento claro e rapido,2025Q4,10.0,1.0,0.0,18.25,9.0,0.0
FD00399,48,2025-12-26,2025T4,Alta Renda,CDB,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar,2025Q4,7.0,2.0,0.0,5.5,12.0,0.0
FD00400,282,2025-01-11,2025T4,Alta Renda,CDB,App,2-5 anos,9,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,,0.0,0.0
FD00401,441,2025-06-10,2025T4,Private,CDB,App,2-5 anos,10,Atendimento claro e rapido,2025Q4,,0.0,0.0,15.1,13.0,1.0
FD00402,11,2025-12-17,2025T4,Private,Fundos,App,0-6 meses,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,18.5,8.0,1.0
FD00403,239,2025-08-11,2025T4,Varejo,Fundos,App,0-6 meses,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,,0.0,0.0
FD00404,449,2025-09-10,2025T4,Alta Renda,CDB,App,6-24 meses,5,Nao consegui falar com assessor,2025Q4,10.0,1.0,0.0,7.8,9.0,0.0
FD00405,321,2025-11-19,2025T4,Alta Renda,Fundos,Internet Banking,6-24 meses,9,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,7.2,5.0,0.0
FD00406,48,2025-03-12,2025T4,Alta Renda,Fundos,App,5+ anos,5,Informacoes divergentes sobre o produto,2025Q4,7.0,2.0,0.0,5.5,12.0,0.0
FD00407,449,2025-06-12,2025T4,Alta Renda,COE,App,6-24 meses,10,Atendimento claro e rapido,2025Q4,10.0,1.0,0.0,7.8,9.0,0.0
FD00408,61,2025-03-10,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,9,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,,0.0,0.0
FD00409,394,2025-11-25,2025T4,Varejo,Fundos,App,5+ anos,10,Atendimento claro e rapido,2025Q4,10.0,1.0,0.0,27.049999999999997,15.0,1.0
FD00410,468,2025-12-17,2025T4,Varejo,Carteira Administrada,App,2-5 anos,10,Atendimento claro e rapido,2025Q4,,0.0,0.0,29.7,10.0,0.0
FD00411,128,2025-11-26,2025T4,Varejo,Tesouro Direto,App,5+ anos,9,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,21.9,7.0,0.0
FD00412,519,2025-11-26,2025T4,Novo Investidor,CDB,App,2-5 anos,4,Informacoes divergentes sobre o produto,2025Q4,,0.0,0.0,27.8,10.0,0.0
FD00413,77,2025-12-18,2025T4,Varejo,Fundos,Central de Atendimento,6-24 meses,10,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,,0.0,0.0
FD00414,135,2025-09-11,2025T4,Novo Investidor,CDB,App,0-6 meses,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,29.1,9.0,1.0
FD00415,393,2025-12-30,2025T4,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,6.9,6.0,0.0
FD00416,492,2025-12-18,2025T4,Varejo,Carteira Administrada,App,0-6 meses,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,2.0,42.95,11.0,0.0
FD00417,217,2025-11-27,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,20.8,4.0,0.0
FD00418,335,2025-12-31,2025T4,Private,CDB,Internet Banking,6-24 meses,10,Assessoria ajudou na decisao,2025Q4,10.0,2.0,0.0,,0.0,0.0
FD00419,388,2025-12-25,2025T4,Private,CDB,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,30.1,3.0,0.0
FD00420,373,2025-11-26,2025T4,Private,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,21.150000000000002,12.0,1.0
FD00421,529,2025-12-20,2025T4,Private,Tesouro Direto,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,8.6,18.0,1.0
FD00422,45,2025-01-12,2025T4,Private,Tesouro Direto,App,2-5 anos,4,Aplicativo travou durante consulta,2025Q4,,0.0,0.0,,0.0,0.0
FD00423,78,2025-10-28,2025T4,Private,COE,Internet Banking,2-5 anos,9,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,27.0,14.0,0.0
FD00424,174,2025-12-18,2025T4,Private,Fundos,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira,2025Q4,10.0,1.0,0.0,18.1,6.0,0.0
FD00425,542,2025-10-28,2025T4,Varejo,CDB,App,6-24 meses,7,"Experiencia ok, mas poderia ser mais simples",2025Q4,,0.0,0.0,5.9,18.0,0.0
FD00426,139,2025-11-29,2025T4,Alta Renda,CDB,App,0-6 meses,8,Tive duvida sobre rentabilidade,2025Q4,8.0,1.0,0.0,27.0,10.0,0.0
FD00427,162,2025-10-29,2025T4,Varejo,Tesouro Direto,Assessoria,6-24 meses,4,Aplicativo travou durante consulta,2025Q4,4.0,1.0,0.0,,0.0,0.0
FD00428,75,2025-07-11,2025T4,Varejo,CDB,Assessoria,0-6 meses,8,Tive duvida sobre rentabilidade,2025Q4,,0.0,0.0,,0.0,0.0
FD00429,2,2025-12-30,2025T4,Novo Investidor,Tesouro Direto,Assessoria,6-24 meses,8,"Atendimento resolveu, mas demorou",2025Q4,,0.0,0.0,,0.0,0.0
FD00430,408,2025-11-23,2025T4,Private,Tesouro Direto,App,2-5 anos,9,Informacoes estavam faceis de encontrar,2025Q4,9.0,1.0,0.0,20.3,11.0,0.0
FD00431,443,2025-11-18,2025T4,Alta Renda,Fundos,App,2-5 anos,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,,0.0,0.0
FD00432,27,2025-12-24,2025T4,Private,Carteira Administrada,Internet Banking,6-24 meses,10,Boa experiencia no aplicativo,2025Q4,,0.0,1.0,40.7,2.0,0.0
FD00433,276,2025-11-30,2025T4,Alta Renda,CDB,,6-24 meses,10,Consegui acompanhar minha carteira,2025Q4,9.0,1.0,0.0,20.6,14.0,1.0
FD00434,410,2025-08-12,2025T4,Private,Fundos,Central de Atendimento,2-5 anos,7,"Experiencia ok, mas poderia ser mais simples",2025Q4,,0.0,0.0,,0.0,0.0
FD00435,228,2025-07-11,2025T4,Alta Renda,Tesouro Direto,App,2-5 anos,7,Demorou um pouco para encontrar informacoes,2025Q4,,0.0,0.0,,0.0,0.0
FD00436,165,2025-12-26,2025T4,Private,Tesouro Direto,Internet Banking,5+ anos,9,,2025Q4,,0.0,1.0,39.3,17.0,0.0
FD00437,95,2025-10-22,2025T4,Varejo,CDB,Internet Banking,0-6 meses,1,Aplicativo travou durante consulta,2025Q4,1.0,1.0,0.0,42.4,5.0,0.0
FD00438,201,2025-11-16,2025T4,Varejo,Fundos,App,2-5 anos,7,Tive duvida sobre rentabilidade,2025Q4,10.0,1.0,0.0,1.0,14.0,0.0
FD00439,249,2025-12-18,2025T4,Novo Investidor,CDB,Internet Banking,5+ anos,9,Boa experiencia no aplicativo,2025Q4,8.0,1.0,1.0,35.45,11.0,1.0
FD00440,74,2025-12-16,2025T4,Varejo,COE,App,2-5 anos,9,Atendimento claro e rapido,2025Q4,,0.0,0.0,,0.0,0.0
FD00441,158,2025-12-11,2025T4,Varejo,Fundos,App,0-6 meses,7,Demorou um pouco para encontrar informacoes,2025Q4,,0.0,0.0,7.8,8.0,0.0
FD00442,529,2025-10-16,2025T4,Private,Tesouro Direto,App,2-5 anos,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,8.6,18.0,1.0
FD00443,411,2025-12-26,2025T4,Alta Renda,Tesouro Direto,Central de Atendimento,6-24 meses,9,Atendimento claro e rapido,2025Q4,,0.0,0.0,29.4,4.0,1.0
FD00444,383,2025-11-26,2025T4,Varejo,COE,App,2-5 anos,5,Nao ficou claro o risco do produto,2025Q4,6.0,1.0,0.0,20.5,9.0,0.0
FD00445,261,2025-11-18,2025T4,Varejo,CDB,App,2-5 anos,10,Assessoria ajudou na decisao,2025Q4,10.0,1.0,0.0,8.6,5.0,0.0
FD00446,249,2025-11-27,2025T4,Novo Investidor,Tesouro Direto,Internet Banking,6-24 meses,7,Aplicativo poderia explicar melhor,2025Q4,8.0,1.0,1.0,35.45,11.0,1.0
FD00447,503,2025-03-10,2025T4,Alta Renda,CDB,App,5+ anos,9,Assessoria ajudou na decisao,2025Q4,9.0,1.0,0.0,13.05,12.0,0.0
FD00448,381,2025-03-12,2025T4,Private,CDB,App,6-24 meses,9,Atendimento claro e rapido,2025Q4,,0.0,0.0,,0.0,0.0
FD00449,32,2025-05-11,2025T4,Private,CDB,App,6-24 meses,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,,0.0,0.0
FD00450,271,2025-12-26,2025T4,Varejo,CDB,App,0-6 meses,7,Aplicativo poderia explicar melhor,2025Q4,10.0,1.0,0.0,17.65,15.0,0.0
FD00451,219,2025-10-10,2025T4,Varejo,Fundos,Internet Banking,2-5 anos,10,Atendimento claro e rapido,2025Q4,,0.0,0.0,2.9,9.0,0.0
FD00452,72,2025-11-26,2025T4,Private,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo,2025Q4,,0.0,0.0,25.4,7.0,0.0
FD00453,540,2025-12-15,2025T4,Private,Tesouro Direto,App,2-5 anos,10,Informacoes estavam faceis de encontrar,2025Q4,,0.0,0.0,,0.0,0.0
FD00454,13,2025-09-10,2025T4,Varejo,Tesouro Direto,App,5+ anos,8,Demorou um pouco para encontrar informacoes,2025Q4,,0.0,1.0,16.5,6.0,0.0
FD00455,540,2025-07-11,2025T4,Private,Tesouro Direto,App,5+ anos,10,Atendimento claro e rapido,2025Q4,,0.0,0.0,,0.0,0.0
FD00456,148,2025-12-28,2025T4,Alta Renda,Carteira Administrada,App,2-5 anos,10,Assessoria ajudou na decisao,2025Q4,,0.0,0.0,35.8,11.0,0.0
FD00457,490,2025-11-29,2025T4,Novo Investidor,Carteira Administrada,Assessoria,2-5 anos,10,,2025Q4,,0.0,0.0,42.5,9.0,0.0
FD00458,236,2025-02-12,2025T4,Varejo,CDB,Internet Banking,2-5 anos,10,Boa experiencia no aplicativo,2025Q4,10.0,1.0,0.0,31.200000000000003,8.0,0.0
FD00459,547,2025-10-22,2025T4,Private,CDB,App,2-5 anos,10,,2025Q4,,0.0,0.0,13.5,12.0,0.0
FD00460,456,2025-10-10,2025T4,Alta Renda,Fundos,App,6-24 meses,9,Atendimento claro e rapido,2025Q4,,0.0,0.0,1.0,5.0,0.0
FD00461,431,2025-12-28,2025T4,Private,Fundos,Assessoria,0-6 meses,9,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,26.5,5.0,0.0
FD00462,357,2025-11-14,2025T4,Private,Tesouro Direto,App,5+ anos,10,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,16.3,10.0,0.0
FD00463,271,2025-10-15,2025T4,Varejo,Fundos,Assessoria,6-24 meses,10,Atendimento claro e rapido,2025Q4,10.0,1.0,0.0,17.65,15.0,0.0
FD00464,133,2025-11-28,2025T4,Private,CDB,Central de Atendimento,6-24 meses,5,Informacoes divergentes sobre o produto,2025Q4,,0.0,0.0,26.8,5.0,0.0
FD00465,413,2025-02-10,2025T4,Novo Investidor,Tesouro Direto,App,2-5 anos,7,"Atendimento resolveu, mas demorou",2025Q4,,0.0,0.0,,0.0,0.0
FD00466,276,2025-12-21,2025T4,Alta Renda,Fundos,Central de Atendimento,0-6 meses,10,Assessoria ajudou na decisao,2025Q4,9.0,1.0,0.0,20.6,14.0,1.0
FD00467,506,2025-12-12,2025T4,Private,CDB,App,2-5 anos,10,Atendimento claro e rapido,2025Q4,10.0,1.0,0.0,,0.0,0.0
FD00468,377,2025-09-10,2025T4,Varejo,CDB,Internet Banking,5+ anos,10,Atendimento claro e rapido,2025Q4,,0.0,0.0,,0.0,0.0
FD00469,286,2025-12-17,2025T4,Private,CDB,App,5+ anos,9,Consegui acompanhar minha carteira,2025Q4,,0.0,0.0,24.5,8.0,0.0
FD00470,292,2025-11-10,2025T4,Private,COE,Internet Banking,2-5 anos,9,Atendimento claro e rapido,2025Q4,,0.0,0.0,40.55,13.0,1.0
FD00471,332,2026-02-25,2026T1,Varejo,CDB,Internet Banking,6-24 meses,8,Aplicativo poderia explicar melhor,2026Q1,,0.0,0.0,,0.0,0.0
FD00472,5,2026-11-01,2026T1,Private,CDB,Assessoria,6-24 meses,10,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,,0.0,0.0
FD00473,427,2026-06-01,2026T1,Alta Renda,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao,2026Q1,,0.0,2.0,53.0,10.0,1.0
FD00474,48,2026-03-31,2026T1,Alta Renda,Carteira Administrada,Central de Atendimento,5+ anos,8,Tive duvida sobre rentabilidade,2026Q1,10.0,1.0,0.0,23.6,3.0,0.0
FD00475,483,2026-01-03,2026T1,Alta Renda,Tesouro Direto,Internet Banking,5+ anos,9,Consegui acompanhar minha carteira,2026Q1,,0.0,1.0,30.2,8.0,0.0
FD00476,466,2026-03-23,2026T1,Alta Renda,Tesouro Direto,App,5+ anos,9,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,11.6,10.0,0.0
FD00477,48,2026-01-27,2026T1,Alta Renda,COE,Central de Atendimento,0-6 meses,9,Boa experiencia no aplicativo,2026Q1,10.0,1.0,0.0,23.6,3.0,0.0
FD00478,216,2026-03-02,2026T1,Private,Fundos,App,6-24 meses,4,Aplicativo travou durante consulta,2026Q1,,0.0,0.0,,0.0,0.0
FD00479,109,2026-03-24,2026T1,Private,CDB,Central de Atendimento,5+ anos,9,Consegui acompanhar minha carteira,2026Q1,10.0,1.0,0.0,18.0,8.0,0.0
FD00480,358,2026-02-22,2026T1,Varejo,Fundos,App,6-24 meses,9,Assessoria ajudou na decisao,2026Q1,,0.0,0.0,19.299999999999997,26.0,0.0
FD00481,108,2026-02-17,2026T1,Varejo,Carteira Administrada,App,2-5 anos,7,"Experiencia ok, mas poderia ser mais simples",2026Q1,,0.0,0.0,49.3,15.0,0.0
FD00482,202,2026-02-18,2026T1,Private,CDB,App,5+ anos,9,Boa experiencia no aplicativo,2026Q1,8.0,1.0,0.0,32.4,12.0,0.0
FD00483,284,2026-02-21,2026T1,Private,Tesouro Direto,App,2-5 anos,10,Informacoes estavam faceis de encontrar,2026Q1,,0.0,1.0,37.199999999999996,28.0,0.0
FD00484,9,2026-02-16,2026T1,Varejo,Fundos,App,0-6 meses,9,Informacoes estavam faceis de encontrar,2026Q1,,0.0,0.0,,0.0,0.0
FD00485,387,2026-09-02,2026T1,Alta Renda,CDB,Assessoria,6-24 meses,10,Atendimento claro e rapido,2026Q1,10.0,1.0,0.0,3.3,5.0,1.0
